dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_ks_statistic,std_ks_statistic
BCWDD,feature_N1,26226,self_paced,0.5101867539867506,0.4414900667355085,0.14773294569183976
NewThyroid2,feature_F3,670488,self_paced,0.4414842134967748,0.6888866613205025,0.1259661250335759
NewThyroid2,feature_F3,116740,curriculum,0.4004956735080478,0.7507350975674952,0.08543882321762268
BCWDD,feature_N2,670488,curriculum,0.48248996272538613,0.4434412712112572,0.13373234886781743
NewThyroid2,feature_F3,116740,static,0.4272783011468108,0.7181569099171344,0.10262307769356556
BCWDD,feature_N2,670488,static,0.48362826411327,0.4703820723456068,0.14751426574387425
NewThyroid2,feature_F3,116740,self_paced,0.4243147961529751,0.7245054798182305,0.09289991966718418
NewThyroid2,feature_F3,26226,curriculum,0.4225201981589027,0.7506014434643142,0.07838377310849975
BCWDD,feature_N2,670488,self_paced,0.4793829881725972,0.4960898848696885,0.15525567476675936
NewThyroid2,feature_F3,26226,static,0.43339231836437336,0.7500668270515906,0.07062749978933267
BCWDD,feature_N2,116740,curriculum,0.49144881535223955,0.4568685171770726,0.12665301916730054
NewThyroid2,feature_F3,26226,self_paced,0.4087850375590761,0.7008487035551991,0.10733635813423537
NewThyroid2,feature_F4,670488,curriculum,0.40075881191424306,0.7344292969794172,0.07300346901856204
Hypothyroid,pca_contribution,670488,curriculum,0.5844163319540467,0.7428465253633263,0.14937813766370925
BCWDD,feature_N2,116740,static,0.4988294378879165,0.4630303777568855,0.13633032532357597
NewThyroid2,feature_F4,670488,static,0.39008958367997193,0.7719860999732692,0.06974685942106189
BCWDD,feature_N2,116740,self_paced,0.4930257025723433,0.4908589306906277,0.13843012005916705
NewThyroid2,feature_F4,670488,self_paced,0.40606027649237797,0.7319566960705695,0.073310707153903
NewThyroid2,feature_F4,116740,curriculum,0.3839696377519137,0.7405439721999465,0.07577599060327121
BCWDD,feature_N2,26226,curriculum,0.5009691966399644,0.46300263551315435,0.1259294278320404
NewThyroid2,feature_F4,116740,static,0.39738703716592155,0.7459569633787756,0.08458415442119602
BCWDD,feature_N2,26226,static,0.5152057925602072,0.4317710340150733,0.13480673088356832
NewThyroid2,feature_F4,116740,self_paced,0.4172197682486846,0.7408446939321037,0.09203334589884461
NewThyroid2,feature_F4,26226,curriculum,0.3826067955653906,0.7236701416733494,0.10044136977711488
BCWDD,feature_N2,26226,self_paced,0.4932620471067794,0.46974708321131886,0.12979457042880768
NewThyroid2,feature_F4,26226,static,0.4125839850342519,0.7242715851376639,0.090795512544736
BCWDD,feature_LSC,670488,curriculum,0.5227664637684827,0.4228657737774147,0.13008319083425965
NewThyroid2,feature_F4,26226,self_paced,0.4059559219466108,0.6861467522052926,0.10390255389186581
Pima,,670488,static,0.5234714185095872,0.4084791318018155,0.07798217635590378
BCWDD,feature_LSC,670488,static,0.5157843555144763,0.4102553827659017,0.1530459277189066
Pima,,116740,static,0.5693329221934886,0.3747079804587792,0.07178149916557953
BCWDD,feature_LSC,670488,self_paced,0.4832706095256991,0.49500177242112725,0.15700924946656553
Pima,,26226,static,0.5196841548618808,0.4164849468363846,0.07244371859894719
BCWDD,feature_LSC,116740,curriculum,0.5066018384833644,0.4178937472065101,0.13582308194301376
Pima,relative_entropy,670488,curriculum,0.47291129445826424,0.47732643643186773,0.07384596248298593
Hypothyroid,pca_contribution,670488,static,0.530718448185302,0.7712631712280402,0.1454069719338627
BCWDD,feature_LSC,116740,static,0.5112855845168391,0.41581616139820915,0.1375308362483792
Pima,relative_entropy,670488,static,0.4848482328497455,0.5128590023158713,0.05437836380085943
BCWDD,feature_LSC,116740,self_paced,0.4978453405040855,0.48070218701354744,0.13498774227653426
Pima,relative_entropy,670488,self_paced,0.5109020361869872,0.4513785350846054,0.09481115872565751
BCWDD,feature_LSC,26226,curriculum,0.5047648510010129,0.4467210209145692,0.1463900091923776
Pima,relative_entropy,116740,curriculum,0.4346367595899031,0.49121152188244843,0.07928012008543656
BCWDD,feature_LSC,26226,static,0.5063969376524059,0.4512090994559439,0.15940724988079974
Pima,relative_entropy,116740,static,0.4543232065243837,0.5180553442534274,0.07026342568803966
Pima,relative_entropy,116740,self_paced,0.48442655373359683,0.458458001588992,0.10274073911152691
BCWDD,feature_LSC,26226,self_paced,0.5125910019029524,0.4765161906816886,0.13517476341536677
Pima,relative_entropy,26226,curriculum,0.45259046773878997,0.5202528863870717,0.0654235974320211
BCWDD,feature_LSR,670488,curriculum,0.5152007403596226,0.43569502026725027,0.13651308421092864
Pima,relative_entropy,26226,static,0.4419153907866843,0.48776307114965256,0.07325811844887209
BCWDD,feature_LSR,670488,static,0.49899055498656986,0.4601698441810643,0.12505547546432386
Pima,relative_entropy,26226,self_paced,0.5340307355910129,0.4599185218993526,0.08435264199066898
BCWDD,feature_LSR,670488,self_paced,0.47235016444761585,0.4992185934682429,0.13692093221706678
Pima,pca_contribution,670488,curriculum,0.46664242661244676,0.500762378078672,0.11056558348891123
BCWDD,feature_LSR,116740,curriculum,0.5039184383004188,0.4452198572815683,0.14220187196037345
Pima,pca_contribution,670488,static,0.48176075412769553,0.5178085433676488,0.10766068754351
Hypothyroid,pca_contribution,670488,self_paced,0.574400374833389,0.743962037019251,0.19732339435203372
BCWDD,feature_LSR,116740,static,0.5184608590140478,0.4239662161120787,0.13984485687175724
Pima,pca_contribution,670488,self_paced,0.5064524935719288,0.4933008773264364,0.12239256696760709
Pima,pca_contribution,116740,curriculum,0.4998432899952503,0.45642273948983214,0.10156258737098389
BCWDD,feature_LSR,116740,self_paced,0.4785076543998524,0.5029144768275204,0.13963923640819012
Pima,pca_contribution,116740,static,0.5069270442914442,0.465419138901567,0.11319218804045629
BCWDD,feature_LSR,26226,curriculum,0.5182057441948825,0.42175300155664813,0.15454135482749334
Pima,pca_contribution,116740,self_paced,0.4424495075747909,0.4618084081342867,0.07211752108522658
BCWDD,feature_LSR,26226,static,0.49522383161037425,0.44620624816978255,0.13426965157931697
Pima,pca_contribution,26226,curriculum,0.47735992078598627,0.5079094612640939,0.09181595644899972
BCWDD,feature_LSR,26226,self_paced,0.5108277838940682,0.500651942727679,0.1503886721846405
Pima,pca_contribution,26226,static,0.4668310086298029,0.5054177865679462,0.09020212279699122
BCWDD,feature_Harmfulness,670488,curriculum,0.4924276064304685,0.467592435614876,0.052719148690809216
Pima,pca_contribution,26226,self_paced,0.4521196816671606,0.4984870767618372,0.05422244217730337
BCWDD,feature_Harmfulness,670488,static,0.4706604037659868,0.44481297104017997,0.05588735692801784
Pima,feature_kDN,670488,curriculum,0.4815020559069473,0.5752015822303361,0.04792729043802136
BCWDD,feature_Harmfulness,670488,self_paced,0.5205250408588282,0.4441748994343665,0.15162343478919282
Pima,feature_kDN,670488,static,0.47053298071629734,0.5584833578443802,0.07377871367748592
Pima,feature_kDN,670488,self_paced,0.4459937889954047,0.5092212248761769,0.11614533647582923
BCWDD,feature_Harmfulness,116740,curriculum,0.5047567147523433,0.4654994374489466,0.04791003119861479
Hypothyroid,pca_contribution,116740,curriculum,0.397415408015039,0.7614934129562102,0.15148501725520455
Pima,feature_kDN,116740,curriculum,0.46781025175785057,0.5410754433118651,0.06422116091883771
BCWDD,feature_Harmfulness,116740,static,0.4968529851270953,0.4631197694311298,0.062184707933852876
Pima,feature_kDN,116740,static,0.4953736709663259,0.5123755430464695,0.06819996254093927
BCWDD,feature_Harmfulness,116740,self_paced,0.5221144999209543,0.4472234637732535,0.15662763723811252
Pima,feature_kDN,116740,self_paced,0.5042956927309081,0.5153642003482259,0.10609547313209758
BCWDD,feature_Harmfulness,26226,curriculum,0.4927825424179118,0.47394540942928043,0.04675983098184465
Pima,feature_kDN,26226,curriculum,0.4661420921137739,0.5007961864191895,0.06872106355842142
BCWDD,feature_Harmfulness,26226,static,0.4987278693957166,0.46469182990922125,0.05081107784322001
Pima,feature_kDN,26226,static,0.48715016849127984,0.5486518924218604,0.06092321028040163
BCWDD,feature_Harmfulness,26226,self_paced,0.5177132115397378,0.47852287964489926,0.14891356772359202
Pima,feature_kDN,26226,self_paced,0.4995606972278306,0.5120476021434488,0.10334197298634235
BCWDD,feature_F1,670488,curriculum,0.5105696363995842,0.4344836089576623,0.14315200168787354
Pima,feature_DS,670488,curriculum,0.5081965568071897,0.42927126122014303,0.07654694675818746
BCWDD,feature_F1,670488,static,0.5321404318159015,0.4393107593668603,0.14775621007454978
Pima,feature_DS,670488,static,0.5247753037825277,0.422070084689893,0.06763697736191836
BCWDD,feature_F1,670488,self_paced,0.4914480430887694,0.4793058274124193,0.13756661963074343
Pima,feature_DS,670488,self_paced,0.5104560921555513,0.4653177138800142,0.08436451596329726
Pima,feature_DS,116740,curriculum,0.48744971219076466,0.40483797352806933,0.10099772255258592
BCWDD,feature_F1,116740,curriculum,0.5115279027934648,0.4499976881463557,0.14360162337460136
Pima,feature_DS,116740,static,0.5040110681577004,0.4016735128556215,0.055536315031132176
BCWDD,feature_F1,116740,static,0.5119909480761622,0.41940415825408806,0.14070796062251248
Pima,feature_DS,116740,self_paced,0.5034164312046124,0.4854438189901448,0.1046705008119631
BCWDD,feature_F1,116740,self_paced,0.5028280676527027,0.46425103648105054,0.1491733502014887
Pima,feature_DS,26226,curriculum,0.5475636505336848,0.4138309921057525,0.08999595745862897
BCWDD,feature_F1,26226,curriculum,0.514024602967821,0.44398686867130066,0.1363976377709696
Pima,feature_DS,26226,static,0.5401845425759506,0.43553256588400363,0.04769093766980697
BCWDD,feature_F1,26226,static,0.5339369652595434,0.43552856680486407,0.14357644868168865
Pima,feature_DS,26226,self_paced,0.5234314864947162,0.48235035583278396,0.09600208074878283
BCWDD,feature_F1,26226,self_paced,0.48827231211078104,0.473501533529584,0.13904834700115376
Pima,feature_DCP,670488,curriculum,0.5273473236750806,0.4571529996450124,0.07073603366759093
BCWDD,feature_F2,670488,curriculum,0.4909925137030733,0.43797913166777114,0.15260732131583046
Pima,feature_DCP,670488,static,0.5018623271932604,0.5585036428486908,0.06278147844086604
BCWDD,feature_F2,670488,static,0.49631508153442505,0.44143149977652074,0.14240968842064572
Pima,feature_DCP,670488,self_paced,0.5010075923510247,0.496046114576466,0.1110465104801187
Hypothyroid,pca_contribution,116740,static,0.40180444374619145,0.8187234775626876,0.1401851217518436
BCWDD,feature_F2,670488,self_paced,0.49296457997730575,0.48250235038453826,0.14441484111952982
Pima,feature_DCP,116740,curriculum,0.5089331641738895,0.4914380377639163,0.07102106126749475
Pima,feature_DCP,116740,static,0.4652742976645762,0.5102997109386885,0.09149549114285047
BCWDD,feature_F2,116740,curriculum,0.502393375516092,0.4630981921304502,0.14504920924401488
Pima,feature_DCP,116740,self_paced,0.48292521760929413,0.44834592694017616,0.11002899962451478
BCWDD,feature_F2,116740,static,0.5062805976124439,0.43404281552949153,0.12576243223438488
Pima,feature_DCP,26226,curriculum,0.500094029228672,0.5351420795510252,0.05710992702787543
BCWDD,feature_F2,116740,self_paced,0.4877539226904708,0.43978237751028776,0.12889240338133492
Pima,feature_DCP,26226,static,0.4365775748540639,0.5497439018205791,0.0610075846593663
BCWDD,feature_F2,26226,curriculum,0.501791059030463,0.45891836074164266,0.16560309734430173
Pima,feature_DCP,26226,self_paced,0.4907460623130188,0.48658316006558816,0.11898036097173814
BCWDD,feature_F2,26226,static,0.5168529825193864,0.4538415301388653,0.14673961150333828
Pima,feature_TD_P,670488,curriculum,0.5130059390598299,0.3664316987000693,0.07661948595037348
BCWDD,feature_F2,26226,self_paced,0.4703390585440832,0.4545289212890896,0.13490791377534958
Pima,feature_TD_P,670488,static,0.45662854911165357,0.625883665500279,0.07276879521029453
BCWDD,feature_F3,670488,curriculum,0.5010660034883879,0.4731408843610807,0.1413164052845691
Pima,feature_TD_P,670488,self_paced,0.5255520070992595,0.40399952668323275,0.11577117676803188
BCWDD,feature_F3,670488,static,0.4878835356044588,0.45660650709739065,0.14044841994801144
Pima,feature_TD_P,116740,curriculum,0.46823536066792065,0.46380986189292894,0.062465409616565215
Hypothyroid,pca_contribution,116740,self_paced,0.5050849823067582,0.7510634814514936,0.18856986548759472
Pima,feature_TD_P,116740,static,0.4332077334223789,0.5960782324999577,0.07445764045047444
BCWDD,feature_F3,670488,self_paced,0.48424604269278476,0.5108056039332336,0.13788915206527538
Pima,feature_TD_P,116740,self_paced,0.5497475388253159,0.37177003566779926,0.06801122379008147
BCWDD,feature_F3,116740,curriculum,0.474288549136593,0.47917636360834115,0.13081034247046802
Pima,feature_TD_P,26226,curriculum,0.4764552074579549,0.420798891086431,0.05729748600864508
BCWDD,feature_F3,116740,static,0.5075773885962734,0.47215141100134084,0.12758274388725266
Pima,feature_TD_P,26226,static,0.5085282331410564,0.4354514258667614,0.06423980225958108
BCWDD,feature_F3,116740,self_paced,0.49331752230844106,0.4498898016429573,0.1483007961888889
Pima,feature_TD_P,26226,self_paced,0.5012524985453567,0.43579289010598915,0.07694031407231072
BCWDD,feature_F3,26226,curriculum,0.5144068331158174,0.4714239477212828,0.1345172460981384
Pima,feature_TD_U,670488,curriculum,0.47024858717176576,0.4915529861216762,0.08005872842624996
BCWDD,feature_F3,26226,static,0.4867584010001925,0.4874620470693402,0.12661536467770695
Pima,feature_TD_U,670488,static,0.4857580110689895,0.49581283702689455,0.07995781919158794
BCWDD,feature_F3,26226,self_paced,0.4756875834080276,0.47839341584082123,0.15076493786622228
Pima,feature_TD_U,670488,self_paced,0.512648027390774,0.40340449989012295,0.10177806848517576
BCWDD,feature_F4,670488,curriculum,0.5089689352927045,0.45467996239384734,0.13011728826062247
Pima,feature_TD_U,116740,curriculum,0.46812521817550024,0.5368764474195784,0.0601472904877537
BCWDD,feature_F4,670488,static,0.5138371176843023,0.4426429110861089,0.1342894487616435
Pima,feature_TD_U,116740,static,0.47572688629403276,0.5379346484777794,0.0805242121861922
Hypothyroid,pca_contribution,26226,curriculum,0.5449782656356024,0.788147517963618,0.14942114168918352
Pima,feature_TD_U,116740,self_paced,0.522116418210785,0.3858004969826056,0.08976586794924996
BCWDD,feature_F4,670488,self_paced,0.4855750935929734,0.46011127722207673,0.14433349319992586
Pima,feature_TD_U,26226,curriculum,0.5059852860919095,0.5552614229930524,0.0682100214120592
BCWDD,feature_F4,116740,curriculum,0.5018186403799737,0.4505217083057196,0.15012876881761394
Pima,feature_TD_U,26226,static,0.4384218010488144,0.5518873506093953,0.06634345138864364
BCWDD,feature_F4,116740,static,0.512721002078668,0.42149407394849187,0.12539700382678245
Pima,feature_TD_U,26226,self_paced,0.5087381294647305,0.44557364301773256,0.07969202531679266
BCWDD,feature_F4,116740,self_paced,0.4781020847085073,0.4476056902424364,0.15491307405715599
Pima,feature_CL,670488,curriculum,0.48844525391464405,0.5502848352688609,0.06363677829140274
BCWDD,feature_F4,26226,curriculum,0.4956751918757404,0.4485242667570859,0.14925555528916448
Pima,feature_CL,670488,static,0.4846153802472086,0.5527562249606979,0.06696512370987992
BCWDD,feature_F4,26226,static,0.5044799308016469,0.4442951158238676,0.14853018322881845
Pima,feature_CL,670488,self_paced,0.4736861424354144,0.5223219568267492,0.10583869629008522
BCWDD,feature_F4,26226,self_paced,0.49992585503745374,0.44575928979856044,0.12319812979135579
Pima,feature_CL,116740,curriculum,0.5081956031338738,0.48367564278107406,0.06737203913545013
Haberman,,670488,static,0.6022718317167842,0.310774374460742,0.13442896052677134
Pima,feature_CL,116740,static,0.4675125866333556,0.5396419696739185,0.06821278577903532
Haberman,,116740,static,0.5755985682751013,0.322242594190394,0.11942610239408809
Haberman,,26226,static,0.6243741580827497,0.2901567443198159,0.14243444280787723
Pima,feature_CL,116740,self_paced,0.4890888959171761,0.5177274033504066,0.12326645123099624
Hypothyroid,pca_contribution,26226,static,0.4498098902027458,0.8023465130764232,0.1497154805091892
Haberman,relative_entropy,670488,curriculum,0.515197814191261,0.3741731377624389,0.12004834948099946
Pima,feature_CL,26226,curriculum,0.4774322541299628,0.5344118193958449,0.05535048830891616
Haberman,relative_entropy,670488,static,0.5255716048965597,0.37943989071038253,0.10725433048232974
Pima,feature_CL,26226,static,0.4800343931880748,0.535723583007928,0.05760721068968505
Haberman,relative_entropy,670488,self_paced,0.5848771221810624,0.36333405234397465,0.14565779768966336
Haberman,relative_entropy,116740,curriculum,0.5569135947463326,0.3609792924935289,0.13944770225840372
Pima,feature_CL,26226,self_paced,0.49906540688274165,0.5688253292087158,0.10450680872516754
Haberman,relative_entropy,116740,static,0.5327977070291837,0.3822260569456428,0.12619300440501027
Pima,feature_CLD,670488,curriculum,0.4938575648441452,0.5411024899842791,0.061089535758349134
Haberman,relative_entropy,116740,self_paced,0.5370064979461295,0.36933779119930976,0.15480761945822996
